year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2016,06,Mariana Islands,0,1,1,,,
2016,06,Maryland,4771,5404,10175,5137,7516,12653
2016,06,Massachusetts,6827,4010,10836,7507,5132,12639
2016,06,Michigan,11618,9360,20978,14260,14169,28429
2016,06,Minnesota,10244,11172,21416,12734,17003,29737
2016,06,Mississippi,8990,5567,14557,11604,9874,21478
2016,06,Missouri,21701,15678,37379,25971,23007,48978
2016,06,Montana,3453,5005,8458,3754,6155,9909
2016,06,Nebraska,124,1777,1901,144,3045,3189
2016,06,Nevada,5751,3732,9483,6474,4468,10943
2016,06,New Hampshire,5689,3805,9494,6628,4823,11451
2016,06,New Jersey,6893,4723,11616,6483,5801,12285
2016,06,New Mexico,6200,4984,11184,7082,6437,13519
2016,06,New York,11288,13654,24942,11984,18854,30838
2016,06,North Carolina,1544,13169,14714,1765,19713,21478
2016,06,North Dakota,1514,2685,4199,1910,3718,5628
2016,06,Ohio,28160,20118,48278,35570,27811,63381
2016,06,Oklahoma,14009,10574,24583,16172,14859,31031
2016,06,Oregon,15459,12540,27999,17247,15388,32635
2016,06,Pennsylvania,49145,13025,62170,59937,17260,77197
2016,06,Puerto Rico,1147,255,1403,1066,247,1313
2016,06,Rhode Island,1451,1138,2589,1682,1358,3041
2016,06,South Carolina,10964,6542,17505,13073,10059,23133
2016,06,South Dakota,2863,3610,6474,3603,5545,9148
2016,06,Tennessee,26335,18325,44660,31187,26929,58116
2016,06,Texas,54258,39611,93868,60028,52913,112941
2016,06,United States,664042,489006,1153049,766799,673990,1440789
2016,06,Utah,3981,4309,8290,4808,6142,10949
2016,06,Vermont,1458,1441,2899,1699,2148,3846
2016,06,Virgin Islands,28,9,36,,,
2016,06,Virginia,22145,17028,39173,26389,23689,50078
2016,06,Washington,19526,15376,34902,21353,18516,39870
2016,06,West Virginia,7693,5734,13428,9623,8931,18554
2016,06,Wisconsin,13787,12335,26123,17022,18650,35672
2016,06,Wyoming,1916,2435,4352,2225,3042,5267
2016,07,Alabama,11657,8643,20299,14480,11957,26437
2016,07,Alaska,3369,3279,6648,3652,3913,7565
2016,07,Arizona,15769,10214,25982,19123,12824,31947
2016,07,Arkansas,7359,5962,13321,9690,9879,19570
2016,07,California,50997,52353,103350,58551,63376,121927
2016,07,Colorado,21801,17853,39654,24765,21871,46635
2016,07,Connecticut,12461,4416,16877,13315,5070,18385
2016,07,Delaware,2126,1807,3934,2664,2605,5269
2016,07,District of Columbia,65,3,68,61,,61
2016,07,Florida,66249,33356,99605,74571,42015,116586
2016,07,Georgia,17571,10152,27723,23027,15823,38849
2016,07,Guam,111,69,180,113,70,183
2016,07,Hawaii,0,0,0,,,
2016,07,Idaho,4174,4157,8331,5281,5757,11038
2016,07,Illinois,24532,14038,38570,29838,18326,48163
2016,07,Indiana,22167,14119,36286,28910,19488,48399
2016,07,Iowa,206,2451,2656,373,4192,4566
2016,07,Kansas,7044,5798,12842,8712,8531,17243
2016,07,Kentucky,10903,7864,18767,14199,12495,26694
2016,07,Louisiana,24935,14611,39546,30017,23271,53288
2016,07,Maine,3951,3511,7462,4856,4881,9738
2016,07,Mariana Islands,0,1,1,,,
2016,07,Maryland,4409,6094,10503,5089,8598,13687
2016,07,Massachusetts,7366,6102,13467,8998,8168,17166
2016,07,Michigan,12702,9167,21869,16193,13515,29708
2016,07,Minnesota,11128,10538,21666,14882,15183,30065
2016,07,Mississippi,11972,7242,19215,16009,12307,28316
2016,07,Missouri,23949,16012,39961,30364,23554,53918
2016,07,Montana,3397,4484,7880,3833,5966,9799
2016,07,Nebraska,108,1687,1795,149,2722,2871
2016,07,Nevada,6052,3645,9698,7275,4795,12071
2016,07,New Hampshire,5723,4091,9814,7022,5225,12246
2016,07,New Jersey,6279,4570,10849,6453,5745,12198
2016,07,New Mexico,6248,4693,10941,7322,6035,13356
2016,07,New York,12214,14605,26819,13454,21361,34815
2016,07,North Carolina,1509,13972,15481,1870,20912,22782
2016,07,North Dakota,1537,2773,4310,1989,3693,5682
2016,07,Ohio,32019,20847,52866,40944,28372,69316
2016,07,Oklahoma,13752,10498,24251,17238,15487,32725
2016,07,Oregon,15712,11558,27270,19603,15549,35152
2016,07,Pennsylvania,51527,12972,64500,64077,17201,81278
2016,07,Puerto Rico,1164,279,1443,1220,271,1490
2016,07,Rhode Island,1417,1217,2633,1772,1535,3307
2016,07,South Carolina,11361,6865,18226,15629,9864,25492
2016,07,South Dakota,2888,3453,6340,3783,5316,9099
2016,07,Tennessee,30415,19241,49656,36639,27370,64009
2016,07,Texas,58517,40660,99177,73940,56760,130699
2016,07,United States,715160,507942,1223101,880501,705543,1586043
2016,07,Utah,3831,3773,7604,5243,5528,10771
2016,07,Vermont,1485,1384,2869,1833,1994,3826
2016,07,Virgin Islands,24,3,28,,,
2016,07,Virginia,27138,18404,45542,31067,23869,54935
2016,07,Washington,17936,13408,31343,21798,16919,38716
2016,07,West Virginia,7502,6091,13593,9719,9233,18952
2016,07,Wisconsin,14542,10899,25441,17999,16447,34447
2016,07,Wyoming,1890,2055,3945,2328,2621,4949
2016,08,Alabama,9490,9011,18501,11040,10310,21350
2016,08,Alaska,3220,4055,7274,3455,3547,7002
2016,08,Arizona,13955,10140,24094,16005,10818,26823
2016,08,Arkansas,6599,7085,13684,7705,8213,15918
2016,08,California,47678,47907,95586,50399,50045,100444
2016,08,Colorado,21113,16645,37759,23517,17618,41135
2016,08,Connecticut,10922,4335,15257,11647,4735,16382
2016,08,Delaware,1916,1806,3722,2327,2072,4399
2016,08,District of Columbia,63,4,67,63,,63
2016,08,Florida,56918,27760,84678,62501,31319,93820
2016,08,Georgia,14454,10670,25124,17364,12539,29903
2016,08,Guam,110,65,175,118,69,187
2016,08,Hawaii,0,0,0,,,
2016,08,Idaho,3719,4841,8560,4291,5389,9680
2016,08,Illinois,68979,35822,104800,80009,38895,118905
2016,08,Indiana,21452,15622,37074,25195,17226,42420
2016,08,Iowa,204,2583,2786,264,3298,3562
2016,08,Kansas,5797,6292,12089,7123,7140,14263
2016,08,Kentucky,10216,8395,18611,12771,10252,23023
2016,08,Louisiana,15320,12509,27829,16129,13184,29313
2016,08,Maine,3813,4090,7902,4341,4476,8817
2016,08,Mariana Islands,0,2,2,,,
2016,08,Maryland,4699,5645,10344,5117,6620,11736
2016,08,Massachusetts,6370,3416,9786,6463,3624,10087
2016,08,Michigan,11937,10251,22188,14182,11416,25598
2016,08,Minnesota,10749,13492,24241,12815,13203,26018
2016,08,Mississippi,12972,10654,23626,12889,10147,23036
2016,08,Missouri,21282,17950,39232,24588,20116,44703
2016,08,Montana,3417,5182,8599,3561,5403,8964
2016,08,Nebraska,141,1988,2129,158,2297,2455
2016,08,Nevada,5445,3193,8638,6160,3640,9801
2016,08,New Hampshire,5214,3772,8986,5965,3948,9913
2016,08,New Jersey,6095,4358,10453,6556,4751,11308
2016,08,New Mexico,6040,5000,11040,6637,5553,12190
2016,08,New York,11993,15912,27905,13271,18538,31808
2016,08,North Carolina,1527,13962,15489,1813,15916,17728
2016,08,North Dakota,1488,2937,4425,1757,3011,4768
2016,08,Ohio,30163,20555,50718,36659,24542,61201
2016,08,Oklahoma,12836,11605,24441,14789,13056,27845
2016,08,Oregon,13927,11190,25117,16132,13503,29635
2016,08,Pennsylvania,50771,12870,63641,56236,14500,70736
2016,08,Puerto Rico,1207,284,1490,1171,239,1410
2016,08,Rhode Island,1302,1007,2309,1490,1169,2659
2016,08,South Carolina,10074,7960,18033,11942,8573,20516
2016,08,South Dakota,2772,4061,6833,3249,4503,7752
2016,08,Tennessee,26320,19127,45446,30058,20523,50581
2016,08,Texas,49114,46878,95992,58765,48581,107345
2016,08,United States,695230,540702,1235931,789495,599212,1388707
2016,08,Utah,3209,3853,7062,4110,4821,8932
2016,08,Vermont,1448,1477,2925,1642,1720,3362
2016,08,Virgin Islands,32,7,38,,,
2016,08,Virginia,23219,17382,40601,26745,20162,46906
2016,08,Washington,17258,13180,30438,20079,15152,35231
2016,08,West Virginia,7987,6191,14178,9590,7587,17177
2016,08,Wisconsin,16288,13334,29622,18026,13859,31886
2016,08,Wyoming,1999,2392,4391,2241,2545,4786
2016,09,Alabama,8247,9703,17950,10904,10699,21603
2016,09,Alaska,3119,3638,6756,3824,3600,7424
2016,09,Arizona,13649,10549,24198,15946,10951,26897
2016,09,Arkansas,5639,7269,12907,7156,7866,15021
2016,09,California,43134,47317,90451,50502,52745,103246
2016,09,Colorado,20379,17223,37601,24108,18005,42112
2016,09,Connecticut,5966,2719,8686,7303,2940,10243
2016,09,Delaware,2027,2176,4203,2561,2355,4916
2016,09,District of Columbia,53,7,59,58,,58
2016,09,Florida,52513,26763,79276,62302,32661,94964
2016,09,Georgia,14048,11307,25355,17864,12699,30564
2016,09,Guam,111,72,183,122,77,199
2016,09,Hawaii,0,0,0,,,
2016,09,Idaho,3669,5985,9654,4354,5372,9726
2016,09,Illinois,23178,13914,37092,28370,15521,43891
2016,09,Indiana,19842,15442,35284,25080,17226,42306
2016,09,Iowa,178,2972,3150,212,3176,3388
2016,09,Kansas,5710,6492,12202,7531,7248,14779
2016,09,Kentucky,10458,9638,20096,13237,10934,24171
2016,09,Louisiana,15032,15991,31022,15397,12724,28121
2016,09,Maine,4553,6051,10604,4855,4738,9593
2016,09,Mariana Islands,0,1,1,,,
2016,09,Maryland,4011,5993,10003,4882,6613,11496
2016,09,Massachusetts,6307,3696,10003,7380,3973,11353
2016,09,Michigan,11320,12701,24021,14026,11944,25970
2016,09,Minnesota,10957,18289,29246,13038,13997,27034
2016,09,Mississippi,8009,7666,15675,10528,8807,19335
2016,09,Missouri,20633,18125,38757,25361,20195,45556
2016,09,Montana,3222,6194,9416,3589,5438,9027
2016,09,Nebraska,119,2363,2482,146,2496,2642
2016,09,Nevada,5008,3340,8348,5982,3686,9668
2016,09,New Hampshire,5614,4147,9761,6365,4075,10440
2016,09,New Jersey,5774,4250,10024,6692,4974,11666
2016,09,New Mexico,5587,5019,10606,6600,5350,11950
2016,09,New York,10899,19813,30712,12540,18391,30931
2016,09,North Carolina,1444,15689,17134,1726,17668,19395
2016,09,North Dakota,1493,3812,5304,1758,3312,5070
2016,09,Ohio,27960,21075,49035,34578,24026,58604
2016,09,Oklahoma,11503,11904,23407,14873,13381,28254
2016,09,Oregon,14658,14351,29008,16875,13952,30827
2016,09,Pennsylvania,50711,13967,64678,58274,15154,73427
2016,09,Puerto Rico,1247,261,1508,1300,248,1547
2016,09,Rhode Island,1319,1028,2347,1509,1169,2678
2016,09,South Carolina,9985,8184,18169,13039,8964,22003
2016,09,South Dakota,2980,5326,8306,3509,4888,8397
2016,09,Tennessee,24048,17887,41935,29560,20046,49606
2016,09,Texas,44323,49218,93542,56462,46504,102966
2016,09,United States,608860,556956,1165816,743553,579758,1323311
2016,09,Utah,3210,4884,8094,4074,5054,9128
2016,09,Vermont,1462,1977,3439,1680,1807,3487
2016,09,Virgin Islands,29,9,37,,,
2016,09,Virginia,22358,18356,40713,26951,20038,46989
2016,09,Washington,17540,15736,33275,20671,15566,36237
2016,09,West Virginia,7214,7624,14838,8990,8014,17003
2016,09,Wisconsin,14634,16312,30946,16741,14733,31474
2016,09,Wyoming,1781,2536,4316,2103,2419,4522
2016,10,Alabama,9005,10223,19228,10924,10316,21240
2016,10,Alaska,4598,4645,9243,3705,3480,7185
2016,10,Arizona,14395,11069,25464,16546,11359,27905
2016,10,Arkansas,6578,9469,16047,7649,7822,15471
2016,10,California,50364,59766,110130,52639,62404,115043
2016,10,Colorado,23839,20120,43959,25595,18220,43815
2016,10,Connecticut,7011,2968,9979,7519,2766,10284
2016,10,Delaware,2395,2408,4803,2580,2196,4776
2016,10,District of Columbia,65,2,67,61,,61
2016,10,Florida,57536,32243,89779,62664,32550,95214
2016,10,Georgia,15909,14219,30128,18718,12527,31245
2016,10,Guam,144,84,228,133,73,206
2016,10,Hawaii,0,0,0,,,
2016,10,Idaho,4533,6595,11128,5240,5511,10751
2016,10,Illinois,38584,17412,55996,43259,16486,59745
2016,10,Indiana,24076,19455,43530,27659,18028,45687
2016,10,Iowa,255,3925,4180,282,3265,3547
2016,10,Kansas,7640,7912,15552,8802,7525,16326
2016,10,Kentucky,11693,11604,23297,13458,10367,23825
2016,10,Louisiana,13798,15787,29586,15698,12934,28633
2016,10,Maine,5230,8097,13328,5169,4663,9833
2016,10,Mariana Islands,0,1,1,,,
2016,10,Maryland,4743,7500,12243,4856,6726,11582
2016,10,Massachusetts,7274,4266,11540,7567,3972,11540
2016,10,Michigan,14264,15209,29472,15353,12053,27406
2016,10,Minnesota,13096,20970,34066,13936,13679,27615
2016,10,Mississippi,8767,9602,18369,10740,8923,19663
2016,10,Missouri,25509,24327,49836,27783,20294,48077
2016,10,Montana,3637,7656,11293,3900,5541,9441
2016,10,Nebraska,167,3108,3275,173,2523,2697
2016,10,Nevada,6591,4234,10825,7253,4191,11444
2016,10,New Hampshire,6569,5144,11713,6783,4258,11041
2016,10,New Jersey,5930,5024,10954,6609,4806,11415
2016,10,New Mexico,6304,5619,11923,6805,5510,12316
2016,10,New York,12143,23444,35587,12937,18809,31746
2016,10,North Carolina,1727,17817,19544,1792,16682,18475
2016,10,North Dakota,1966,5020,6986,2095,3271,5366
2016,10,Ohio,35325,25863,61189,37639,24131,61770
2016,10,Oklahoma,13653,13395,27048,15627,13043,28669
2016,10,Oregon,16224,14753,30977,17285,14350,31635
2016,10,Pennsylvania,62520,17845,80365,62629,16147,78777
2016,10,Puerto Rico,1309,241,1550,1279,250,1529
2016,10,Rhode Island,1514,1280,2794,1517,1175,2692
2016,10,South Carolina,10633,9012,19645,12908,8670,21578
2016,10,South Dakota,3706,7811,11517,4086,4983,9069
2016,10,Tennessee,25978,20447,46424,29082,19653,48735
2016,10,Texas,54361,52162,106523,62548,50298,112846
2016,10,United States,722266,658319,1380585,784495,588573,1373068
2016,10,Utah,3947,5063,9010,4761,5127,9888
2016,10,Vermont,1726,2401,4127,1841,1806,3647
2016,10,Virgin Islands,18,14,32,,,
2016,10,Virginia,26771,22476,49247,29519,20992,50511
2016,10,Washington,21281,17820,39101,21992,15440,37432
2016,10,West Virginia,7839,8956,16795,8879,7687,16566
2016,10,Wisconsin,17123,19171,36293,17655,14787,32442
2016,10,Wyoming,2008,2665,4673,2368,2499,4867
2016,11,Alabama,11894,15476,27370,10375,10042,20417
2016,11,Alaska,4010,4695,8704,3780,3963,7743
2016,11,Arizona,17247,14105,31352,16759,11156,27915
2016,11,Arkansas,8442,13547,21989,7629,7780,15409
2016,11,California,62625,90809,153435,58991,75538,134529
2016,11,Colorado,28166,23482,51647,26070,18804,44874
2016,11,Connecticut,7769,3584,11353,7702,2705,10407
2016,11,Delaware,2856,3143,5998,2780,2129,4909
2016,11,District of Columbia,55,7,62,67,,67
2016,11,Florida,71557,42261,113818,65813,31221,97033
2016,11,Georgia,20695,19318,40014,18795,12223,31018
2016,11,Guam,119,64,183,123,65,188
2016,11,Hawaii,0,0,0,,,
2016,11,Idaho,5437,7048,12485,5016,5642,10659
2016,11,Illinois,32636,22232,54868,29112,16279,45391
2016,11,Indiana,28774,26673,55447,26333,17051,43384
2016,11,Iowa,453,5638,6091,304,3202,3507
2016,11,Kansas,9492,11382,20874,7930,7118,15049
2016,11,Kentucky,14836,17032,31868,13099,10522,23621
2016,11,Louisiana,17076,21119,38195,15349,12860,28209
2016,11,Maine,4764,5822,10586,4871,4720,9591
2016,11,Mariana Islands,0,4,4,,,
2016,11,Maryland,5933,10502,16435,6165,6789,12954
2016,11,Massachusetts,8045,5478,13523,7542,4321,11863
2016,11,Michigan,17750,20431,38181,14868,11748,26616
2016,11,Minnesota,14060,17645,31705,13819,14275,28093
2016,11,Mississippi,10901,15410,26311,10484,8700,19184
2016,11,Missouri,27518,30399,57916,24885,19809,44694
2016,11,Montana,3656,6355,10011,3632,5507,9138
2016,11,Nebraska,251,4070,4321,206,2387,2593
2016,11,Nevada,7451,5200,12651,7213,4327,11539
2016,11,New Hampshire,6916,5309,12224,6514,4339,10853
2016,11,New Jersey,5938,6292,12230,7001,4799,11800
2016,11,New Mexico,7160,7029,14189,6901,5727,12629
2016,11,New York,12546,28025,40570,13374,18994,32368
2016,11,North Carolina,2168,25825,27993,1758,16510,18268
2016,11,North Dakota,2118,4008,6126,1977,3157,5135
2016,11,Ohio,42898,37407,80304,36382,23055,59436
2016,11,Oklahoma,19180,19918,39097,15502,12732,28233
2016,11,Oregon,18714,17282,35996,17019,14520,31539
2016,11,Pennsylvania,72807,22536,95342,60113,15229,75342
2016,11,Puerto Rico,1493,262,1754,1407,262,1669
2016,11,Rhode Island,1619,1393,3012,1544,1233,2777
2016,11,South Carolina,14737,13316,28052,13202,8639,21841
2016,11,South Dakota,4032,6475,10506,3574,4580,8154
2016,11,Tennessee,32452,28574,61026,29977,18656,48633
2016,11,Texas,68792,65799,134590,58839,48035,106873
2016,11,United States,851179,848131,1699310,765089,573994,1339083
2016,11,Utah,5755,7723,13478,4957,5155,10112
2016,11,Vermont,1557,2253,3809,1833,1807,3640
2016,11,Virgin Islands,19,6,24,,,
2016,11,Virginia,32498,29505,62004,30039,20153,50192
2016,11,Washington,22376,18781,41158,20765,14740,35505
2016,11,West Virginia,9118,12759,21877,8988,7767,16755
2016,11,Wisconsin,19375,21632,41007,17844,14976,32819
2016,11,Wyoming,2444,3098,5542,2281,2451,4732
2016,12,Alabama,15693,19857,35550,10013,9469,19482
2016,12,Alaska,4706,4278,8984,3677,3290,6967
2016,12,Arizona,20600,15937,36536,15350,10478,25828
2016,12,Arkansas,10535,15200,25734,7051,7673,14724
2016,12,California,70014,102546,172560,59480,69690,129170
2016,12,Colorado,30064,24816,54880,22556,17107,39663
2016,12,Connecticut,8803,3468,12272,7809,2596,10405
2016,12,Delaware,3087,3408,6494,2382,2015,4397
2016,12,District of Columbia,68,8,76,72,,72
2016,12,Florida,79681,46723,126403,62718,29155,91873
2016,12,Georgia,27191,25803,52994,17960,12061,30021
2016,12,Guam,124,65,189,108,55,163
2016,12,Hawaii,0,0,0,,,
2016,12,Idaho,6249,8012,14262,4185,5111,9296
2016,12,Illinois,33758,20014,53772,26997,14418,41414
2016,12,Indiana,34275,24859,59134,25304,15908,41213
2016,12,Iowa,433,5308,5741,276,2929,3206
2016,12,Kansas,9800,11977,21777,6924,6599,13524
2016,12,Kentucky,19782,19183,38965,12743,10057,22800
2016,12,Louisiana,21244,26124,47368,14990,12731,27721
2016,12,Maine,5311,5390,10701,4390,4100,8490
2016,12,Mariana Islands,0,0,0,,,
2016,12,Maryland,5454,9793,15247,4782,6491,11273
2016,12,Massachusetts,7972,4489,12461,7188,3685,10872
2016,12,Michigan,16636,16030,32667,13256,11234,24490
2016,12,Minnesota,14143,14605,28747,11835,12990,24825
2016,12,Mississippi,15067,19536,34603,9974,8452,18426
2016,12,Missouri,34104,31072,65176,24628,19827,44455
2016,12,Montana,4446,6657,11103,3292,4826,8119
2016,12,Nebraska,301,4073,4375,228,2163,2391
2016,12,Nevada,7913,5618,13531,6066,3703,9769
2016,12,New Hampshire,7289,4649,11937,5984,3705,9690
2016,12,New Jersey,5933,5477,11410,6482,4017,10499
2016,12,New Mexico,8596,8228,16824,6710,5327,12037
2016,12,New York,13554,25116,38670,12441,18002,30443
2016,12,North Carolina,2693,31139,33832,1836,15929,17764
2016,12,North Dakota,2068,3309,5377,1683,2794,4477
2016,12,Ohio,46780,34289,81069,34341,21849,56191
2016,12,Oklahoma,20955,22526,43481,14629,12612,27241
2016,12,Oregon,20824,17611,38435,15865,12127,27992
2016,12,Pennsylvania,70642,20557,91199,55671,14924,70595
2016,12,Puerto Rico,1498,312,1811,1416,280,1696
2016,12,Rhode Island,1642,1279,2922,1498,1054,2552
2016,12,South Carolina,17628,16728,34355,12332,8309,20641
2016,12,South Dakota,4120,5886,10006,3130,4248,7378
2016,12,Tennessee,40609,34097,74705,28099,18323,46422
2016,12,Texas,79608,79728,159336,54655,44164,98819
2016,12,United States,955360,900918,1856278,705772,550063,1255835
2016,12,Utah,7071,10183,17254,4205,4944,9150
2016,12,Vermont,2064,2279,4343,1795,1769,3564
2016,12,Virgin Islands,16,6,22,,,
2016,12,Virginia,35829,30381,66210,27540,18670,46210
2016,12,Washington,24795,18909,43704,18738,13822,32561
2016,12,West Virginia,12553,13388,25941,8404,7790,16194
2016,12,Wisconsin,18214,16580,34794,15337,14063,29400
2016,12,Wyoming,2925,3413,6338,1946,2262,4208
2017,01,Alabama,7753,7535,15288,8818,8899,17717
2017,01,Alaska,2370,1934,4304,3300,3025,6324
2017,01,Arizona,13924,8693,22617,14286,9999,24285
2017,01,Arkansas,6036,6150,12186,6713,7324,14037
2017,01,California,45668,24955,70622,45636,27807,73443
2017,01,Colorado,19988,14131,34119,21149,16345,37494
2017,01,Connecticut,6746,2326,9073,6298,2353,8651
2017,01,Delaware,2059,1675,3735,1875,1829,3704
2017,01,District of Columbia,76,7,82,72,,72
2017,01,Florida,58757,26051,84808,59835,26500,86336
2017,01,Georgia,14185,9153,23338,15970,10847,26817
2017,01,Guam,140,82,222,137,82,219
2017,01,Hawaii,0,0,0,,,
2017,01,Idaho,3013,3488,6501,3306,4542,7848
2017,01,Illinois,27897,13147,41044,27653,13894,41547
2017,01,Indiana,24080,13269,37349,24457,15480,39937
2017,01,Iowa,202,2221,2423,205,2893,3098
2017,01,Kansas,6666,5754,12420,6803,6441,13245
2017,01,Kentucky,11154,7807,18961,12265,9638,21902
2017,01,Louisiana,12299,10090,22389,13343,12100,25443
2017,01,Maine,3560,2848,6408,4012,4069,8081
2017,01,Mariana Islands,0,2,2,,,
2017,01,Maryland,4928,5806,10734,4713,6244,10957
2017,01,Massachusetts,6845,3328,10173,6764,3326,10090
2017,01,Michigan,11369,8408,19777,12730,11294,24024
2017,01,Minnesota,10679,8344,19022,11330,12232,23562
2017,01,Mississippi,7758,6424,14182,8767,7986,16753
2017,01,Missouri,23078,15806,38884,23979,18698,42676
2017,01,Montana,2369,3176,5545,2939,4428,7367
2017,01,Nebraska,158,1844,2002,162,2169,2331
2017,01,Nevada,4907,2846,7753,4930,3240,8169
2017,01,New Hampshire,5872,3126,8998,6010,3633,9644
2017,01,New Jersey,6291,3691,9981,6572,3767,10339
2017,01,New Mexico,5515,4261,9777,6313,4977,11289
2017,01,New York,12353,14941,27294,11745,17413,29158
2017,01,North Carolina,1387,12547,13934,1583,14514,16097
2017,01,North Dakota,1582,2156,3738,1680,2758,4438
2017,01,Ohio,30931,17672,48602,33614,20937,54550
2017,01,Oklahoma,12668,10547,23214,13729,12116,25846
2017,01,Oregon,13278,9884,23162,13900,11515,25415
2017,01,Pennsylvania,48619,11758,60377,50414,13907,64321
2017,01,Puerto Rico,1201,221,1422,1321,255,1576
2017,01,Rhode Island,1492,932,2423,1387,936,2323
2017,01,South Carolina,10889,6823,17712,11286,8040,19326
2017,01,South Dakota,2754,3230,5984,2872,3802,6674
2017,01,Tennessee,25310,14941,40251,25797,16211,42008
2017,01,Texas,49360,36839,86199,53444,42143,95588
2017,01,United States,636255,420108,1056363,690810,504335,1195144
2017,01,Utah,3334,3257,6591,3639,4268,7906
2017,01,Vermont,1538,1401,2939,1709,1779,3487
2017,01,Virgin Islands,20,11,31,,,
2017,01,Virginia,23513,15751,39263,22148,16931,39079
2017,01,Washington,17732,11482,29214,17798,13333,31131
2017,01,West Virginia,6799,5873,12672,7848,7365,15213
2017,01,Wisconsin,13613,9809,23421,15432,13470,28902
2017,01,Wyoming,1542,1657,3199,1812,2146,3958
2017,02,Alabama,12368,8286,20655,9786,8649,18435
2017,02,Alaska,3341,2510,5851,3600,3202,6801
2017,02,Arizona,18109,10672,28782,14832,9995,24826
2017,02,Arkansas,9420,7181,16601,6865,7189,14054
2017,02,California,48799,27486,76285,46770,28926,75696
2017,02,Colorado,24418,16189,40606,21994,16641,38635
2017,02,Connecticut,7090,2406,9495,6552,2401,8952
2017,02,Delaware,2688,1942,4630,2307,2043,4350
2017,02,District of Columbia,74,3,77,77,,77
2017,02,Florida,67527,28233,95759,58907,26569,85476
2017,02,Georgia,21857,11217,33074,15956,11137,27092
2017,02,Guam,85,51,135,89,56,145
2017,02,Hawaii,0,0,0,,,
2017,02,Idaho,4706,4544,9250,4104,4964,9068
2017,02,Illinois,31262,15001,46263,27324,14023,41346
2017,02,Indiana,30973,15439,46411,24450,15103,39553
2017,02,Iowa,363,2656,3020,307,2849,3156
2017,02,Kansas,9363,6524,15887,7100,6360,13461
2017,02,Kentucky,17621,10648,28269,12476,9622,22098
2017,02,Louisiana,14703,9096,23798,13262,11574,24836
2017,02,Maine,4320,2984,7304,3911,3814,7725
2017,02,Mariana Islands,0,0,0,,,
2017,02,Maryland,5467,6137,11604,5069,6182,11252
2017,02,Massachusetts,7080,3363,10442,6626,3493,10119
2017,02,Michigan,17410,11074,28483,14306,11683,25990
2017,02,Minnesota,13664,11018,24682,12414,13333,25747
2017,02,Mississippi,13052,7288,20339,9390,7936,17325
2017,02,Missouri,31023,19238,50261,24668,19073,43741
2017,02,Montana,3543,4112,7655,3424,4897,8321
2017,02,Nebraska,195,2137,2332,177,2300,2477
2017,02,Nevada,6547,3344,9891,5498,3249,8746
2017,02,New Hampshire,6703,3410,10113,5977,3628,9605
2017,02,New Jersey,6494,3829,10324,6339,3948,10287
2017,02,New Mexico,8295,5655,13950,6738,5153,11891
2017,02,New York,12808,15685,28493,11842,17288,29131
2017,02,North Carolina,2008,15293,17301,1703,14904,16607
2017,02,North Dakota,2072,2519,4591,1853,3038,4891
2017,02,Ohio,41610,21616,63226,34147,21496,55643
2017,02,Oklahoma,16788,12078,28866,14266,12026,26292
2017,02,Oregon,18068,12899,30966,16173,12279,28452
2017,02,Pennsylvania,59518,14007,73525,54820,14305,69125
2017,02,Puerto Rico,1126,243,1370,1231,276,1506
2017,02,Rhode Island,1636,1034,2670,1457,955,2412
2017,02,South Carolina,16708,9903,26611,12064,9782,21847
2017,02,South Dakota,4113,4073,8186,3288,4312,7601
2017,02,Tennessee,35180,18068,53248,28069,17292,45361
2017,02,Texas,66340,40437,106777,53463,42132,95595
2017,02,United States,819091,493214,1312304,691241,504963,1196204
2017,02,Utah,4808,4677,9485,4166,4873,9039
2017,02,Vermont,2138,1757,3895,1739,1752,3491
2017,02,Virgin Islands,29,9,37,,,
2017,02,Virginia,31277,18246,49523,26255,18200,44455
2017,02,Washington,21590,13972,35562,20142,13641,33783
2017,02,West Virginia,10544,7558,18102,7919,7250,15168
2017,02,Wisconsin,20024,13534,33559,17147,14255,31402
2017,02,Wyoming,2147,1935,4082,1972,2109,4081
2017,03,Alabama,12089,8072,20161,9364,8311,17675
2017,03,Alaska,3576,3106,6682,3329,2976,6305
2017,03,Arizona,17198,10751,27950,13930,9450,23380
2017,03,Arkansas,9197,7110,16308,6952,7567,14518
2017,03,California,53605,30623,84228,47223,28330,75552
2017,03,Colorado,24673,17115,41788,20339,15624,35963
2017,03,Connecticut,8224,2806,11030,6482,2302,8784
2017,03,Delaware,2934,1966,4899,2228,1852,4080
2017,03,District of Columbia,92,4,97,74,,74
2017,03,Florida,69259,28774,98033,59557,27084,86641
2017,03,Georgia,21925,11213,33139,16476,11262,27738
2017,03,Guam,96,59,155,94,56,150
2017,03,Hawaii,0,0,0,,,
2017,03,Idaho,5217,5706,10923,4144,5126,9269
2017,03,Illinois,34898,17180,52077,26386,14045,40431
2017,03,Indiana,32325,16672,48996,23427,14880,38306
2017,03,Iowa,352,3455,3807,277,2865,3141
2017,03,Kansas,8879,6470,15349,6809,6193,13002
2017,03,Kentucky,15855,10601,26456,11889,9884,21774
2017,03,Louisiana,16209,9739,25948,13742,11760,25501
